2.984555891407085770e-01,1.277413357771925773e+00
-1.227036702459652906e+00,1.739494406606196586e+00
5.315309723601560066e+00,7.345222744597620368e-01
-2.525373348981767574e+00,2.061683975473783903e+00
2.388853847666661423e+00,-1.518371505873969296e+00
-2.565167956645038050e+00,1.422917345691614210e+00
5.615139622346269732e+00,1.103680353102952871e+00
-5.469563114194936349e-01,1.316904820857584868e+00
-2.618398412672847453e+00,1.541840299185070595e+00
1.440618153179670458e+00,-2.084084794228748372e+00
5.592287178945375636e+00,1.250611644029299585e+00
-2.479536818132658471e+00,8.404772780512587138e-01
3.137458723466541866e+00,-2.705115617572470654e+00
-2.447318271385329869e+00,7.062249358787422437e-01
6.212936357522282016e+00,9.417930132735601312e-01
-3.120458384470406354e+00,1.446559428889598653e+00
5.314112633075740888e+00,8.934430721676084319e-01
-1.282690734127765797e+00,8.012398902980026882e-01
-5.757081699381290107e-01,1.490374710657425439e+00
1.456614417024399533e+00,-2.428272308293322634e+00
9.451236731449055295e-01,-1.185109290965100426e+00
-2.834263350377380863e+00,1.081675535568880964e+00
1.489696140597645879e+00,-2.058083052561859638e+00
-3.232362716063654329e+00,1.886752342106579050e+00
-2.204113126133974365e+00,1.177858812555777179e+00
3.073989603349220445e+00,-2.113395526777536393e+00
-2.332779869394475014e+00,1.490128857232436710e-01
-1.145477456861605514e+00,1.401346690514016613e+00
1.680932680157156245e+00,-1.422295605562685417e+00
-4.731355841339863200e-01,2.971369854427434176e-01
-2.817843360192497038e+00,-3.022189297199616487e+00
-2.164480843387265985e+00,1.202241888078585896e+00
7.689877502232518314e-01,-1.268075077274012807e+00
6.330942432753412952e+00,9.542839735828245740e-01
-2.816666616351239494e+00,2.100474043519861667e+00
1.355267929287604645e+00,-1.528362307319703017e+00
-8.702332339731567723e-01,7.376052148310218159e-01
-1.144901854717989442e+00,5.799713160829652603e-01
-2.413930975530707901e+00,1.774429273600556023e+00
-1.957916231304630994e+00,1.905311887425755968e+00
2.709716242877884262e+00,-1.469833999113359990e+00
-3.784462423339055359e+00,1.791589081491034019e+00
-2.964447556167517650e+00,1.634124611944507866e+00
-1.717445644551008010e+00,1.560730401615975982e+00
-2.403089252657589991e+00,2.359743418457544983e-01
-1.580105945098377429e+00,6.745570476206629307e-01
5.731151000929371797e+00,8.191143911940421685e-01
-1.806961724572127670e+00,1.315061687338145324e+00
-3.466291853484976482e+00,1.977956019725534142e+00
-1.081422112067842889e+00,1.175787192265338232e+00
5.238080710479436242e+00,1.052400217571296981e+00
-1.840825034326242671e+00,-1.547557465179408565e-01
2.747075985135606135e+00,-2.618856136590948847e+00
1.165940681477116048e+00,-1.844599821818993179e+00
1.360756277555259519e+00,-1.280984354838913930e+00
-1.655624391077642032e+00,5.715438794978330295e-01
-9.681139174986117535e-01,1.738997616567787619e+00
-3.861146172127595921e+00,-9.565270478167162693e+00
-1.406923151463354671e+00,1.269799326863523925e+00
-2.190914572228741974e+00,2.650959759725535769e-01
-2.334567866358236543e+00,1.543326325761381401e+00
6.567757116417974217e+00,1.064472330089242025e+00
1.292519005107209074e+00,-1.390996962752761190e+00
-2.569561403470056238e+00,1.827543684441981453e+00
-3.084208974189677654e+00,-3.066624643563338193e+00
5.964684879527037964e+00,6.283799879151877876e-01
7.851563097163637428e-01,-1.260707012717027897e+00
-2.019402368170934547e+00,1.801695649800550303e+00
5.563371089342341591e+00,1.115076098973588836e+00
7.587124115657422063e-01,7.857025846036720385e-01
4.101014169001815368e-01,9.024157291460720431e-01
-2.418825801439727030e+00,2.558824938083030243e-01
5.723650512095618481e+00,6.560857712918910511e-01
-8.740891050842635179e-01,1.123850471816775665e+00
-1.626954439362423566e+00,1.359925570755298185e+00
2.512313788539988657e+00,-2.240331634683867090e+00
-1.616110782438547222e+00,7.426567210092327453e-01
5.755631511257385258e-01,-2.381948768134095840e+00
6.171465238655435392e+00,4.260209943288053025e-01
